anio,periodo,delegacion_issste,tipo,citas,sexo,fecha
2016,enero a marzo,Aguascalientes,via internet pensionados,490,hombres,2016-03-31
2016,enero a marzo,Baja California Norte,via internet pensionados,973,hombres,2016-03-31
2016,enero a marzo,Baja California Sur,via internet pensionados,675,hombres,2016-03-31
2016,enero a marzo,Campeche,via internet pensionados,956,hombres,2016-03-31
2016,enero a marzo,Chiapas,via internet pensionados,1729,hombres,2016-03-31
2016,enero a marzo,Chihuahua,via internet pensionados,1686,hombres,2016-03-31
2016,enero a marzo,Coahuila,via internet pensionados,1133,hombres,2016-03-31
2016,enero a marzo,Colima,via internet pensionados,270,hombres,2016-03-31
2016,enero a marzo,Durango,via internet pensionados,719,hombres,2016-03-31
2016,enero a marzo,Estado De Mexico,via internet pensionados,3081,hombres,2016-03-31
2016,enero a marzo,Guanajuato,via internet pensionados,930,hombres,2016-03-31
2016,enero a marzo,Guerrero,via internet pensionados,552,hombres,2016-03-31
2016,enero a marzo,Hidalgo,via internet pensionados,939,hombres,2016-03-31
2016,enero a marzo,Jalisco,via internet pensionados,619,hombres,2016-03-31
2016,enero a marzo,Michoacan,via internet pensionados,1378,hombres,2016-03-31
2016,enero a marzo,Morelos,via internet pensionados,619,hombres,2016-03-31
2016,enero a marzo,Nayarit,via internet pensionados,230,hombres,2016-03-31
2016,enero a marzo,Nuevo Leon,via internet pensionados,477,hombres,2016-03-31
2016,enero a marzo,Oaxaca,via internet pensionados,1246,hombres,2016-03-31
2016,enero a marzo,Puebla,via internet pensionados,856,hombres,2016-03-31
2016,enero a marzo,Queretaro,via internet pensionados,216,hombres,2016-03-31
2016,enero a marzo,Quintana Roo,via internet pensionados,638,hombres,2016-03-31
2016,enero a marzo,San Luis Potosi,via internet pensionados,1787,hombres,2016-03-31
2016,enero a marzo,Sinaloa,via internet pensionados,982,hombres,2016-03-31
2016,enero a marzo,Sonora,via internet pensionados,1960,hombres,2016-03-31
2016,enero a marzo,Tabasco,via internet pensionados,861,hombres,2016-03-31
2016,enero a marzo,Tamaulipas,via internet pensionados,1035,hombres,2016-03-31
2016,enero a marzo,Tlaxcala,via internet pensionados,365,hombres,2016-03-31
2016,enero a marzo,Veracruz,via internet pensionados,1762,hombres,2016-03-31
2016,enero a marzo,Yucatan,via internet pensionados,1163,hombres,2016-03-31
2016,enero a marzo,Zacatecas,via internet pensionados,491,hombres,2016-03-31
2016,enero a marzo,Zona Norte,via internet pensionados,1875,hombres,2016-03-31
2016,enero a marzo,Zona Oriente,via internet pensionados,2471,hombres,2016-03-31
2016,enero a marzo,Zona Poniente,via internet pensionados,1590,hombres,2016-03-31
2016,enero a marzo,Zona Sur,via internet pensionados,3380,hombres,2016-03-31
2016,abril a junio,Aguascalientes,via internet pensionados,530,hombres,2016-06-30
2016,abril a junio,Baja California Norte,via internet pensionados,935,hombres,2016-06-30
2016,abril a junio,Baja California Sur,via internet pensionados,660,hombres,2016-06-30
2016,abril a junio,Campeche,via internet pensionados,989,hombres,2016-06-30
2016,abril a junio,Chiapas,via internet pensionados,1967,hombres,2016-06-30
2016,abril a junio,Chihuahua,via internet pensionados,1791,hombres,2016-06-30
2016,abril a junio,Coahuila,via internet pensionados,1134,hombres,2016-06-30
2016,abril a junio,Colima,via internet pensionados,334,hombres,2016-06-30
2016,abril a junio,Durango,via internet pensionados,855,hombres,2016-06-30
2016,abril a junio,Estado De Mexico,via internet pensionados,3211,hombres,2016-06-30
2016,abril a junio,Guanajuato,via internet pensionados,863,hombres,2016-06-30
2016,abril a junio,Guerrero,via internet pensionados,587,hombres,2016-06-30
2016,abril a junio,Hidalgo,via internet pensionados,910,hombres,2016-06-30
2016,abril a junio,Jalisco,via internet pensionados,629,hombres,2016-06-30
2016,abril a junio,Michoacan,via internet pensionados,1167,hombres,2016-06-30
2016,abril a junio,Morelos,via internet pensionados,545,hombres,2016-06-30
2016,abril a junio,Nayarit,via internet pensionados,258,hombres,2016-06-30
2016,abril a junio,Nuevo Leon,via internet pensionados,929,hombres,2016-06-30
2016,abril a junio,Oaxaca,via internet pensionados,1261,hombres,2016-06-30
2016,abril a junio,Puebla,via internet pensionados,947,hombres,2016-06-30
2016,abril a junio,Queretaro,via internet pensionados,190,hombres,2016-06-30
2016,abril a junio,Quintana Roo,via internet pensionados,730,hombres,2016-06-30
2016,abril a junio,San Luis Potosi,via internet pensionados,1897,hombres,2016-06-30
2016,abril a junio,Sinaloa,via internet pensionados,1219,hombres,2016-06-30
2016,abril a junio,Sonora,via internet pensionados,2147,hombres,2016-06-30
2016,abril a junio,Tabasco,via internet pensionados,920,hombres,2016-06-30
2016,abril a junio,Tamaulipas,via internet pensionados,1107,hombres,2016-06-30
2016,abril a junio,Tlaxcala,via internet pensionados,355,hombres,2016-06-30
2016,abril a junio,Veracruz,via internet pensionados,1775,hombres,2016-06-30
2016,abril a junio,Yucatan,via internet pensionados,1203,hombres,2016-06-30
2016,abril a junio,Zacatecas,via internet pensionados,500,hombres,2016-06-30
2016,abril a junio,Zona Norte,via internet pensionados,2057,hombres,2016-06-30
2016,abril a junio,Zona Oriente,via internet pensionados,2579,hombres,2016-06-30
2016,abril a junio,Zona Poniente,via internet pensionados,1580,hombres,2016-06-30
2016,abril a junio,Zona Sur,via internet pensionados,3385,hombres,2016-06-30
2016,julio a septiembre,Aguascalientes,via internet pensionados,495,hombres,2016-09-30
2016,julio a septiembre,Baja California Norte,via internet pensionados,829,hombres,2016-09-30
2016,julio a septiembre,Baja California Sur,via internet pensionados,595,hombres,2016-09-30
2016,julio a septiembre,Campeche,via internet pensionados,930,hombres,2016-09-30
2016,julio a septiembre,Chiapas,via internet pensionados,1829,hombres,2016-09-30
2016,julio a septiembre,Chihuahua,via internet pensionados,1705,hombres,2016-09-30
2016,julio a septiembre,Coahuila,via internet pensionados,1033,hombres,2016-09-30
2016,julio a septiembre,Colima,via internet pensionados,402,hombres,2016-09-30
2016,julio a septiembre,Durango,via internet pensionados,937,hombres,2016-09-30
2016,julio a septiembre,Estado De Mexico,via internet pensionados,3183,hombres,2016-09-30
2016,julio a septiembre,Guanajuato,via internet pensionados,858,hombres,2016-09-30
2016,julio a septiembre,Guerrero,via internet pensionados,495,hombres,2016-09-30
2016,julio a septiembre,Hidalgo,via internet pensionados,906,hombres,2016-09-30
2016,julio a septiembre,Jalisco,via internet pensionados,567,hombres,2016-09-30
2016,julio a septiembre,Michoacan,via internet pensionados,1122,hombres,2016-09-30
2016,julio a septiembre,Morelos,via internet pensionados,560,hombres,2016-09-30
2016,julio a septiembre,Nayarit,via internet pensionados,265,hombres,2016-09-30
2016,julio a septiembre,Nuevo Leon,via internet pensionados,763,hombres,2016-09-30
2016,julio a septiembre,Oaxaca,via internet pensionados,1244,hombres,2016-09-30
2016,julio a septiembre,Puebla,via internet pensionados,864,hombres,2016-09-30
2016,julio a septiembre,Queretaro,via internet pensionados,181,hombres,2016-09-30
2016,julio a septiembre,Quintana Roo,via internet pensionados,719,hombres,2016-09-30
2016,julio a septiembre,San Luis Potosi,via internet pensionados,1753,hombres,2016-09-30
2016,julio a septiembre,Sinaloa,via internet pensionados,1228,hombres,2016-09-30
2016,julio a septiembre,Sonora,via internet pensionados,2025,hombres,2016-09-30
2016,julio a septiembre,Tabasco,via internet pensionados,883,hombres,2016-09-30
2016,julio a septiembre,Tamaulipas,via internet pensionados,1099,hombres,2016-09-30
2016,julio a septiembre,Tlaxcala,via internet pensionados,365,hombres,2016-09-30
2016,julio a septiembre,Veracruz,via internet pensionados,1796,hombres,2016-09-30
2016,julio a septiembre,Yucatan,via internet pensionados,1247,hombres,2016-09-30
2016,julio a septiembre,Zacatecas,via internet pensionados,534,hombres,2016-09-30
2016,julio a septiembre,Zona Norte,via internet pensionados,1936,hombres,2016-09-30
2016,julio a septiembre,Zona Oriente,via internet pensionados,2534,hombres,2016-09-30
2016,julio a septiembre,Zona Poniente,via internet pensionados,1405,hombres,2016-09-30
2016,julio a septiembre,Zona Sur,via internet pensionados,3311,hombres,2016-09-30
2016,octubre a diciembre,Aguascalientes,via internet pensionados,594,hombres,2016-12-31
2016,octubre a diciembre,Baja California Norte,via internet pensionados,789,hombres,2016-12-31
2016,octubre a diciembre,Baja California Sur,via internet pensionados,825,hombres,2016-12-31
2016,octubre a diciembre,Campeche,via internet pensionados,902,hombres,2016-12-31
2016,octubre a diciembre,Chiapas,via internet pensionados,1861,hombres,2016-12-31
2016,octubre a diciembre,Chihuahua,via internet pensionados,1750,hombres,2016-12-31
2016,octubre a diciembre,Coahuila,via internet pensionados,980,hombres,2016-12-31
2016,octubre a diciembre,Colima,via internet pensionados,444,hombres,2016-12-31
2016,octubre a diciembre,Durango,via internet pensionados,857,hombres,2016-12-31
2016,octubre a diciembre,Estado De Mexico,via internet pensionados,2959,hombres,2016-12-31
2016,octubre a diciembre,Guanajuato,via internet pensionados,951,hombres,2016-12-31
2016,octubre a diciembre,Guerrero,via internet pensionados,533,hombres,2016-12-31
2016,octubre a diciembre,Hidalgo,via internet pensionados,850,hombres,2016-12-31
2016,octubre a diciembre,Jalisco,via internet pensionados,588,hombres,2016-12-31
2016,octubre a diciembre,Michoacan,via internet pensionados,1142,hombres,2016-12-31
2016,octubre a diciembre,Morelos,via internet pensionados,570,hombres,2016-12-31
2016,octubre a diciembre,Nayarit,via internet pensionados,266,hombres,2016-12-31
2016,octubre a diciembre,Nuevo Leon,via internet pensionados,464,hombres,2016-12-31
2016,octubre a diciembre,Oaxaca,via internet pensionados,1219,hombres,2016-12-31
2016,octubre a diciembre,Puebla,via internet pensionados,884,hombres,2016-12-31
2016,octubre a diciembre,Queretaro,via internet pensionados,176,hombres,2016-12-31
2016,octubre a diciembre,Quintana Roo,via internet pensionados,722,hombres,2016-12-31
2016,octubre a diciembre,San Luis Potosi,via internet pensionados,1501,hombres,2016-12-31
2016,octubre a diciembre,Sinaloa,via internet pensionados,1249,hombres,2016-12-31
2016,octubre a diciembre,Sonora,via internet pensionados,1820,hombres,2016-12-31
2016,octubre a diciembre,Tabasco,via internet pensionados,823,hombres,2016-12-31
2016,octubre a diciembre,Tamaulipas,via internet pensionados,1084,hombres,2016-12-31
2016,octubre a diciembre,Tlaxcala,via internet pensionados,364,hombres,2016-12-31
2016,octubre a diciembre,Veracruz,via internet pensionados,1676,hombres,2016-12-31
2016,octubre a diciembre,Yucatan,via internet pensionados,1402,hombres,2016-12-31
2016,octubre a diciembre,Zacatecas,via internet pensionados,495,hombres,2016-12-31
2016,octubre a diciembre,Zona Norte,via internet pensionados,1790,hombres,2016-12-31
2016,octubre a diciembre,Zona Oriente,via internet pensionados,2458,hombres,2016-12-31
2016,octubre a diciembre,Zona Poniente,via internet pensionados,1162,hombres,2016-12-31
2016,octubre a diciembre,Zona Sur,via internet pensionados,2948,hombres,2016-12-31
2017,enero a marzo,Aguascalientes,via internet pensionados,646,hombres,2017-03-31
2017,enero a marzo,Baja California Norte,via internet pensionados,882,hombres,2017-03-31
2017,enero a marzo,Baja California Sur,via internet pensionados,897,hombres,2017-03-31
2017,enero a marzo,Campeche,via internet pensionados,853,hombres,2017-03-31
2017,enero a marzo,Chiapas,via internet pensionados,1795,hombres,2017-03-31
2017,enero a marzo,Chihuahua,via internet pensionados,2120,hombres,2017-03-31
2017,enero a marzo,Coahuila,via internet pensionados,1039,hombres,2017-03-31
2017,enero a marzo,Colima,via internet pensionados,481,hombres,2017-03-31
2017,enero a marzo,Durango,via internet pensionados,903,hombres,2017-03-31
2017,enero a marzo,Estado De Mexico,via internet pensionados,3324,hombres,2017-03-31
2017,enero a marzo,Guanajuato,via internet pensionados,1010,hombres,2017-03-31
2017,enero a marzo,Guerrero,via internet pensionados,556,hombres,2017-03-31
2017,enero a marzo,Hidalgo,via internet pensionados,1019,hombres,2017-03-31
2017,enero a marzo,Jalisco,via internet pensionados,749,hombres,2017-03-31
2017,enero a marzo,Michoacan,via internet pensionados,1211,hombres,2017-03-31
2017,enero a marzo,Morelos,via internet pensionados,617,hombres,2017-03-31
2017,enero a marzo,Nayarit,via internet pensionados,281,hombres,2017-03-31
2017,enero a marzo,Nuevo Leon,via internet pensionados,394,hombres,2017-03-31
2017,enero a marzo,Oaxaca,via internet pensionados,1386,hombres,2017-03-31
2017,enero a marzo,Puebla,via internet pensionados,1018,hombres,2017-03-31
2017,enero a marzo,Queretaro,via internet pensionados,190,hombres,2017-03-31
2017,enero a marzo,Quintana Roo,via internet pensionados,814,hombres,2017-03-31
2017,enero a marzo,San Luis Potosi,via internet pensionados,1511,hombres,2017-03-31
2017,enero a marzo,Sinaloa,via internet pensionados,1131,hombres,2017-03-31
2017,enero a marzo,Sonora,via internet pensionados,1980,hombres,2017-03-31
2017,enero a marzo,Tabasco,via internet pensionados,874,hombres,2017-03-31
2017,enero a marzo,Tamaulipas,via internet pensionados,1166,hombres,2017-03-31
2017,enero a marzo,Tlaxcala,via internet pensionados,436,hombres,2017-03-31
2017,enero a marzo,Veracruz,via internet pensionados,1780,hombres,2017-03-31
2017,enero a marzo,Yucatan,via internet pensionados,1469,hombres,2017-03-31
2017,enero a marzo,Zacatecas,via internet pensionados,576,hombres,2017-03-31
2017,enero a marzo,Zona Norte,via internet pensionados,2076,hombres,2017-03-31
2017,enero a marzo,Zona Oriente,via internet pensionados,2644,hombres,2017-03-31
2017,enero a marzo,Zona Poniente,via internet pensionados,1321,hombres,2017-03-31
2017,enero a marzo,Zona Sur,via internet pensionados,3495,hombres,2017-03-31
2017,abril a junio,Aguascalientes,via internet pensionados,563,hombres,2017-06-30
2017,abril a junio,Baja California Norte,via internet pensionados,905,hombres,2017-06-30
2017,abril a junio,Baja California Sur,via internet pensionados,1080,hombres,2017-06-30
2017,abril a junio,Campeche,via internet pensionados,830,hombres,2017-06-30
2017,abril a junio,Chiapas,via internet pensionados,1810,hombres,2017-06-30
2017,abril a junio,Chihuahua,via internet pensionados,2257,hombres,2017-06-30
2017,abril a junio,Coahuila,via internet pensionados,949,hombres,2017-06-30
2017,abril a junio,Colima,via internet pensionados,424,hombres,2017-06-30
2017,abril a junio,Durango,via internet pensionados,929,hombres,2017-06-30
2017,abril a junio,Estado De Mexico,via internet pensionados,3252,hombres,2017-06-30
2017,abril a junio,Guanajuato,via internet pensionados,1003,hombres,2017-06-30
2017,abril a junio,Guerrero,via internet pensionados,465,hombres,2017-06-30
2017,abril a junio,Hidalgo,via internet pensionados,882,hombres,2017-06-30
2017,abril a junio,Jalisco,via internet pensionados,759,hombres,2017-06-30
2017,abril a junio,Michoacan,via internet pensionados,1165,hombres,2017-06-30
2017,abril a junio,Morelos,via internet pensionados,600,hombres,2017-06-30
2017,abril a junio,Nayarit,via internet pensionados,329,hombres,2017-06-30
2017,abril a junio,Nuevo Leon,via internet pensionados,366,hombres,2017-06-30
2017,abril a junio,Oaxaca,via internet pensionados,1159,hombres,2017-06-30
2017,abril a junio,Puebla,via internet pensionados,1205,hombres,2017-06-30
2017,abril a junio,Queretaro,via internet pensionados,253,hombres,2017-06-30
2017,abril a junio,Quintana Roo,via internet pensionados,702,hombres,2017-06-30
2017,abril a junio,San Luis Potosi,via internet pensionados,1711,hombres,2017-06-30
2017,abril a junio,Sinaloa,via internet pensionados,1144,hombres,2017-06-30
2017,abril a junio,Sonora,via internet pensionados,1806,hombres,2017-06-30
2017,abril a junio,Tabasco,via internet pensionados,887,hombres,2017-06-30
2017,abril a junio,Tamaulipas,via internet pensionados,1105,hombres,2017-06-30
2017,abril a junio,Tlaxcala,via internet pensionados,458,hombres,2017-06-30
2017,abril a junio,Veracruz,via internet pensionados,1560,hombres,2017-06-30
2017,abril a junio,Yucatan,via internet pensionados,1556,hombres,2017-06-30
2017,abril a junio,Zacatecas,via internet pensionados,570,hombres,2017-06-30
2017,abril a junio,Zona Norte,via internet pensionados,1905,hombres,2017-06-30
2017,abril a junio,Zona Oriente,via internet pensionados,2735,hombres,2017-06-30
2017,abril a junio,Zona Poniente,via internet pensionados,1263,hombres,2017-06-30
2017,abril a junio,Zona Sur,via internet pensionados,3675,hombres,2017-06-30
2017,julio a septiembre,Aguascalientes,via internet pensionados,662,hombres,2017-09-30
2017,julio a septiembre,Baja California Norte,via internet pensionados,927,hombres,2017-09-30
2017,julio a septiembre,Baja California Sur,via internet pensionados,878,hombres,2017-09-30
2017,julio a septiembre,Campeche,via internet pensionados,885,hombres,2017-09-30
2017,julio a septiembre,Chiapas,via internet pensionados,1969,hombres,2017-09-30
2017,julio a septiembre,Chihuahua,via internet pensionados,2341,hombres,2017-09-30
2017,julio a septiembre,Coahuila,via internet pensionados,932,hombres,2017-09-30
2017,julio a septiembre,Colima,via internet pensionados,309,hombres,2017-09-30
2017,julio a septiembre,Durango,via internet pensionados,928,hombres,2017-09-30
2017,julio a septiembre,Estado De Mexico,via internet pensionados,3499,hombres,2017-09-30
2017,julio a septiembre,Guanajuato,via internet pensionados,1247,hombres,2017-09-30
2017,julio a septiembre,Guerrero,via internet pensionados,495,hombres,2017-09-30
2017,julio a septiembre,Hidalgo,via internet pensionados,1265,hombres,2017-09-30
2017,julio a septiembre,Jalisco,via internet pensionados,784,hombres,2017-09-30
2017,julio a septiembre,Michoacan,via internet pensionados,1262,hombres,2017-09-30
2017,julio a septiembre,Morelos,via internet pensionados,707,hombres,2017-09-30
2017,julio a septiembre,Nayarit,via internet pensionados,469,hombres,2017-09-30
2017,julio a septiembre,Nuevo Leon,via internet pensionados,364,hombres,2017-09-30
2017,julio a septiembre,Oaxaca,via internet pensionados,1261,hombres,2017-09-30
2017,julio a septiembre,Puebla,via internet pensionados,1105,hombres,2017-09-30
2017,julio a septiembre,Queretaro,via internet pensionados,397,hombres,2017-09-30
2017,julio a septiembre,Quintana Roo,via internet pensionados,764,hombres,2017-09-30
2017,julio a septiembre,San Luis Potosi,via internet pensionados,2139,hombres,2017-09-30
2017,julio a septiembre,Sinaloa,via internet pensionados,1358,hombres,2017-09-30
2017,julio a septiembre,Sonora,via internet pensionados,1933,hombres,2017-09-30
2017,julio a septiembre,Tabasco,via internet pensionados,945,hombres,2017-09-30
2017,julio a septiembre,Tamaulipas,via internet pensionados,1124,hombres,2017-09-30
2017,julio a septiembre,Tlaxcala,via internet pensionados,492,hombres,2017-09-30
2017,julio a septiembre,Veracruz,via internet pensionados,1801,hombres,2017-09-30
2017,julio a septiembre,Yucatan,via internet pensionados,1899,hombres,2017-09-30
2017,julio a septiembre,Zacatecas,via internet pensionados,580,hombres,2017-09-30
2017,julio a septiembre,Zona Norte,via internet pensionados,1852,hombres,2017-09-30
2017,julio a septiembre,Zona Oriente,via internet pensionados,2997,hombres,2017-09-30
2017,julio a septiembre,Zona Poniente,via internet pensionados,1306,hombres,2017-09-30
2017,julio a septiembre,Zona Sur,via internet pensionados,3668,hombres,2017-09-30
2017,octubre a diciembre,Aguascalientes,via internet pensionados,665,hombres,2017-12-31
2017,octubre a diciembre,Baja California Norte,via internet pensionados,866,hombres,2017-12-31
2017,octubre a diciembre,Baja California Sur,via internet pensionados,952,hombres,2017-12-31
2017,octubre a diciembre,Campeche,via internet pensionados,861,hombres,2017-12-31
2017,octubre a diciembre,Chiapas,via internet pensionados,2012,hombres,2017-12-31
2017,octubre a diciembre,Chihuahua,via internet pensionados,2315,hombres,2017-12-31
2017,octubre a diciembre,Coahuila,via internet pensionados,982,hombres,2017-12-31
2017,octubre a diciembre,Colima,via internet pensionados,358,hombres,2017-12-31
2017,octubre a diciembre,Durango,via internet pensionados,932,hombres,2017-12-31
2017,octubre a diciembre,Estado De Mexico,via internet pensionados,3400,hombres,2017-12-31
2017,octubre a diciembre,Guanajuato,via internet pensionados,1305,hombres,2017-12-31
2017,octubre a diciembre,Guerrero,via internet pensionados,414,hombres,2017-12-31
2017,octubre a diciembre,Hidalgo,via internet pensionados,1297,hombres,2017-12-31
2017,octubre a diciembre,Jalisco,via internet pensionados,828,hombres,2017-12-31
2017,octubre a diciembre,Michoacan,via internet pensionados,1242,hombres,2017-12-31
2017,octubre a diciembre,Morelos,via internet pensionados,680,hombres,2017-12-31
2017,octubre a diciembre,Nayarit,via internet pensionados,569,hombres,2017-12-31
2017,octubre a diciembre,Nuevo Leon,via internet pensionados,423,hombres,2017-12-31
2017,octubre a diciembre,Oaxaca,via internet pensionados,1176,hombres,2017-12-31
2017,octubre a diciembre,Puebla,via internet pensionados,1090,hombres,2017-12-31
2017,octubre a diciembre,Queretaro,via internet pensionados,421,hombres,2017-12-31
2017,octubre a diciembre,Quintana Roo,via internet pensionados,765,hombres,2017-12-31
2017,octubre a diciembre,San Luis Potosi,via internet pensionados,2113,hombres,2017-12-31
2017,octubre a diciembre,Sinaloa,via internet pensionados,1294,hombres,2017-12-31
2017,octubre a diciembre,Sonora,via internet pensionados,1810,hombres,2017-12-31
2017,octubre a diciembre,Tabasco,via internet pensionados,893,hombres,2017-12-31
2017,octubre a diciembre,Tamaulipas,via internet pensionados,1059,hombres,2017-12-31
2017,octubre a diciembre,Tlaxcala,via internet pensionados,488,hombres,2017-12-31
2017,octubre a diciembre,Veracruz,via internet pensionados,1519,hombres,2017-12-31
2017,octubre a diciembre,Yucatan,via internet pensionados,2065,hombres,2017-12-31
2017,octubre a diciembre,Zacatecas,via internet pensionados,635,hombres,2017-12-31
2017,octubre a diciembre,Zona Norte,via internet pensionados,1913,hombres,2017-12-31
2017,octubre a diciembre,Zona Oriente,via internet pensionados,1684,hombres,2017-12-31
2017,octubre a diciembre,Zona Poniente,via internet pensionados,1199,hombres,2017-12-31
2017,octubre a diciembre,Zona Sur,via internet pensionados,3737,hombres,2017-12-31
2018,enero a marzo,Aguascalientes,via internet pensionados,748,hombres,2018-03-31
2018,enero a marzo,Baja California Norte,via internet pensionados,1030,hombres,2018-03-31
2018,enero a marzo,Baja California Sur,via internet pensionados,1049,hombres,2018-03-31
2018,enero a marzo,Campeche,via internet pensionados,888,hombres,2018-03-31
2018,enero a marzo,Chiapas,via internet pensionados,2413,hombres,2018-03-31
2018,enero a marzo,Chihuahua,via internet pensionados,2498,hombres,2018-03-31
2018,enero a marzo,Coahuila,via internet pensionados,1188,hombres,2018-03-31
2018,enero a marzo,Colima,via internet pensionados,418,hombres,2018-03-31
2018,enero a marzo,Durango,via internet pensionados,1130,hombres,2018-03-31
2018,enero a marzo,Estado De Mexico,via internet pensionados,3763,hombres,2018-03-31
2018,enero a marzo,Guanajuato,via internet pensionados,1494,hombres,2018-03-31
2018,enero a marzo,Guerrero,via internet pensionados,560,hombres,2018-03-31
2018,enero a marzo,Hidalgo,via internet pensionados,1367,hombres,2018-03-31
2018,enero a marzo,Jalisco,via internet pensionados,927,hombres,2018-03-31
2018,enero a marzo,Michoacan,via internet pensionados,1425,hombres,2018-03-31
2018,enero a marzo,Morelos,via internet pensionados,814,hombres,2018-03-31
2018,enero a marzo,Nayarit,via internet pensionados,506,hombres,2018-03-31
2018,enero a marzo,Nuevo Leon,via internet pensionados,445,hombres,2018-03-31
2018,enero a marzo,Oaxaca,via internet pensionados,1596,hombres,2018-03-31
2018,enero a marzo,Puebla,via internet pensionados,1227,hombres,2018-03-31
2018,enero a marzo,Queretaro,via internet pensionados,488,hombres,2018-03-31
2018,enero a marzo,Quintana Roo,via internet pensionados,833,hombres,2018-03-31
2018,enero a marzo,San Luis Potosi,via internet pensionados,2168,hombres,2018-03-31
2018,enero a marzo,Sinaloa,via internet pensionados,1488,hombres,2018-03-31
2018,enero a marzo,Sonora,via internet pensionados,1915,hombres,2018-03-31
2018,enero a marzo,Tabasco,via internet pensionados,973,hombres,2018-03-31
2018,enero a marzo,Tamaulipas,via internet pensionados,1183,hombres,2018-03-31
2018,enero a marzo,Tlaxcala,via internet pensionados,512,hombres,2018-03-31
2018,enero a marzo,Veracruz,via internet pensionados,1953,hombres,2018-03-31
2018,enero a marzo,Yucatan,via internet pensionados,2311,hombres,2018-03-31
2018,enero a marzo,Zacatecas,via internet pensionados,732,hombres,2018-03-31
2018,enero a marzo,Zona Norte,via internet pensionados,2225,hombres,2018-03-31
2018,enero a marzo,Zona Oriente,via internet pensionados,2315,hombres,2018-03-31
2018,enero a marzo,Zona Poniente,via internet pensionados,1386,hombres,2018-03-31
2018,enero a marzo,Zona Sur,via internet pensionados,4012,hombres,2018-03-31
2018,abril a junio,Aguascalientes,via internet pensionados,733,hombres,2018-06-30
2018,abril a junio,Baja California Norte,via internet pensionados,913,hombres,2018-06-30
2018,abril a junio,Baja California Sur,via internet pensionados,1008,hombres,2018-06-30
2018,abril a junio,Campeche,via internet pensionados,878,hombres,2018-06-30
2018,abril a junio,Chiapas,via internet pensionados,2120,hombres,2018-06-30
2018,abril a junio,Chihuahua,via internet pensionados,2261,hombres,2018-06-30
2018,abril a junio,Coahuila,via internet pensionados,1142,hombres,2018-06-30
2018,abril a junio,Colima,via internet pensionados,396,hombres,2018-06-30
2018,abril a junio,Durango,via internet pensionados,1092,hombres,2018-06-30
2018,abril a junio,Estado De Mexico,via internet pensionados,3532,hombres,2018-06-30
2018,abril a junio,Guanajuato,via internet pensionados,1488,hombres,2018-06-30
2018,abril a junio,Guerrero,via internet pensionados,440,hombres,2018-06-30
2018,abril a junio,Hidalgo,via internet pensionados,1246,hombres,2018-06-30
2018,abril a junio,Jalisco,via internet pensionados,838,hombres,2018-06-30
2018,abril a junio,Michoacan,via internet pensionados,1289,hombres,2018-06-30
2018,abril a junio,Morelos,via internet pensionados,903,hombres,2018-06-30
2018,abril a junio,Nayarit,via internet pensionados,481,hombres,2018-06-30
2018,abril a junio,Nuevo Leon,via internet pensionados,458,hombres,2018-06-30
2018,abril a junio,Oaxaca,via internet pensionados,1432,hombres,2018-06-30
2018,abril a junio,Puebla,via internet pensionados,1050,hombres,2018-06-30
2018,abril a junio,Queretaro,via internet pensionados,455,hombres,2018-06-30
2018,abril a junio,Quintana Roo,via internet pensionados,776,hombres,2018-06-30
2018,abril a junio,San Luis Potosi,via internet pensionados,2046,hombres,2018-06-30
2018,abril a junio,Sinaloa,via internet pensionados,1362,hombres,2018-06-30
2018,abril a junio,Sonora,via internet pensionados,1780,hombres,2018-06-30
2018,abril a junio,Tabasco,via internet pensionados,889,hombres,2018-06-30
2018,abril a junio,Tamaulipas,via internet pensionados,1070,hombres,2018-06-30
2018,abril a junio,Tlaxcala,via internet pensionados,537,hombres,2018-06-30
2018,abril a junio,Veracruz,via internet pensionados,1739,hombres,2018-06-30
2018,abril a junio,Yucatan,via internet pensionados,2220,hombres,2018-06-30
2018,abril a junio,Zacatecas,via internet pensionados,688,hombres,2018-06-30
2018,abril a junio,Zona Norte,via internet pensionados,1901,hombres,2018-06-30
2018,abril a junio,Zona Oriente,via internet pensionados,2279,hombres,2018-06-30
2018,abril a junio,Zona Poniente,via internet pensionados,1344,hombres,2018-06-30
2018,abril a junio,Zona Sur,via internet pensionados,3764,hombres,2018-06-30
2018,julio a septiembre,Aguascalientes,via internet pensionados,751,hombres,2018-09-30
2018,julio a septiembre,Baja California Norte,via internet pensionados,966,hombres,2018-09-30
2018,julio a septiembre,Baja California Sur,via internet pensionados,1122,hombres,2018-09-30
2018,julio a septiembre,Campeche,via internet pensionados,848,hombres,2018-09-30
2018,julio a septiembre,Chiapas,via internet pensionados,2632,hombres,2018-09-30
2018,julio a septiembre,Chihuahua,via internet pensionados,2104,hombres,2018-09-30
2018,julio a septiembre,Coahuila,via internet pensionados,1208,hombres,2018-09-30
2018,julio a septiembre,Colima,via internet pensionados,357,hombres,2018-09-30
2018,julio a septiembre,Durango,via internet pensionados,1026,hombres,2018-09-30
2018,julio a septiembre,Estado De Mexico,via internet pensionados,3489,hombres,2018-09-30
2018,julio a septiembre,Guanajuato,via internet pensionados,1592,hombres,2018-09-30
2018,julio a septiembre,Guerrero,via internet pensionados,589,hombres,2018-09-30
